week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
29,3617216.333333334,10042085.000000002,4053438.6666666623,4371430.0,332.66666666666663,10.666666666667249,715.1000000000004,0.1818
30,3619366.333333334,10345612.333333336,4204325.9999999935,4521920.0,332.66666666666663,10.0,723.0333333333334,0.186
31,3637479.333333334,10649975.333333336,4338825.999999995,4673670.0,332.66666666666663,11.0,728.6666666666671,0.1836
32,3652783.6666666674,10951619.000000002,4474725.333333328,4824110.0,332.66666666666663,10.666666666666952,730.7333333333339,0.1858
33,3678785.6666666674,11251679.666666668,4597023.999999995,4975870.0,332.66666666666663,10.666666666667021,731.3333333333333,0.1805
34,3697356.6666666674,11551088.666666668,4725681.999999998,5128050.0,332.66666666666663,11.0,736.6666666666673,0.1823
35,3703759.000000001,11847767.333333334,4864058.333333331,5279950.0,334.00000000000034,10.666666666667401,740.6666666666679,0.1826
36,3710220.333333334,12146211.0,5004850.666666662,5431140.0,332.66666666666663,11.0,748.6666666666678,0.1845
37,3708673.3333333344,12447397.333333334,5157483.999999998,5581240.0,333.99999999999966,10.666666666666742,740.0666666666672,0.1857
38,3721349.333333334,12744865.0,5291815.666666665,5731700.0,332.8333333333333,10.0,756.6666666666675,0.1852
39,3718592.666666668,13040815.0,5440222.333333333,5882000.0,334.0,10.0,748.0666666666668,0.1863
40,3719742.000000001,13338679.333333334,5587297.333333331,6031640.0,333.66666666666663,10.0,748.7000000000015,0.1885
41,3719307.666666668,13635258.0,5733480.33333333,6182470.0,332.66666666666663,11.0,748.6666666666662,0.1851
42,3719614.333333334,13933663.666666666,5881899.333333329,6332150.0,332.66666666666663,10.000000000000103,753.4000000000016,0.1842
43,3752522.666666668,14233506.666666666,5996723.999999995,6484260.0,336.6666666666666,11.0,749.4000000000008,0.181
44,3777663.333333334,14530125.0,6114971.666666663,6637490.0,334.6666666666666,11.0,759.9999999999999,0.1765
45,3779785.666666668,14822220.666666666,6252984.999999996,6789450.0,336.6666666666666,11.0,771.0,0.1781
46,3781845.3333333344,15116757.666666666,6393332.333333328,6941580.0,334.0000000000006,11.0,770.0000000000002,0.1794
47,3793932.666666668,15412506.666666666,6523953.9999999935,7094620.0,336.6666666666666,11.0,770.0000000000002,0.1785
48,3790154.666666668,15709890.333333332,6673585.6666666595,7246150.0,337.1666666666665,11.0,772.0000000000005,0.184
49,3784941.666666668,16005023.666666666,6822291.9999999935,7397790.0,336.6666666666666,11.0,761.9999999999999,0.1834
50,3781565.000000001,16299751.0,6967835.999999996,7550350.0,336.0,11.0,759.3333333333335,0.181
51,3788482.6666666674,16597141.666666666,7108108.999999994,7700550.0,337.0,11.0,762.0,0.1843
52,3763442.000000001,16889168.0,7274775.999999995,7850950.0,336.0000000000003,10.666666666667362,757.3333333333337,0.1861
