week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
33,7558005.333333333,16057732.333333336,4897997.000000001,5601730.0,800.0,119.80000000000018,1174.133333333334,0.0934
34,7589124.333333334,16405828.333333336,5038784.000000001,5777920.0,804.0000000000001,118.0,1178.1333333333337,0.0939
35,7594981.333333334,16751811.000000002,5203489.666666669,5953340.0,800.0,118.0,1179.9999999999998,0.0937
36,7621428.666666666,17099124.0,5346865.333333333,6130830.0,800.8333333333335,132.0,1180.0,0.091
37,7643263.333333333,17444029.0,5492295.666666665,6308470.0,804.0000000000001,131.9000000000001,1188.0,0.0915
38,7668021.666666666,17786254.666666668,5631992.999999997,6486240.0,804.5,141.89999999999972,1194.0,0.0893
39,7689659.333333333,18125327.333333336,5771517.999999999,6664150.0,806.0,144.80000000000018,1202.7999999999997,0.0891
40,7674392.0,18463591.666666668,5947079.666666663,6842120.0,804.0000000000001,142.53333333333367,1198.666666666667,0.0898
41,7704171.0,18803641.666666668,6079240.666666662,7020230.0,808.0000000000002,147.30000000000047,1200.0666666666668,0.0888
42,7705506.666666666,19140383.333333336,6237156.666666664,7197720.0,804.0000000000001,134.0,1198.6666666666674,0.0911
43,7689441.666666666,19479751.666666668,6415559.999999996,7374750.0,806.6666666666669,120.90000000000009,1199.9999999999989,0.0927
44,7712651.333333333,19818070.666666668,6553089.333333329,7552330.0,808.0000000000002,124.0,1207.9999999999982,0.0917
45,7709092.333333332,20154163.0,6715640.66666666,7729430.0,804.0000000000001,128.0,1208.6666666666663,0.0919
46,7722016.333333332,20492631.666666668,6863905.3333333265,7906710.0,804.0000000000001,136.66666666666677,1204.0,0.0908
47,7744182.333333332,20830679.333333336,7001736.999999993,8084760.0,808.0000000000002,151.0,1208.6666666666667,0.0879
48,7761145.999999999,21164420.333333336,7141094.333333326,8262180.0,808.0000000000002,144.9666666666668,1215.9999999999984,0.0896
49,7786791.333333332,21498987.666666668,7272876.3333333265,8439320.0,812.0000000000003,137.26666666666733,1211.3333333333323,0.0913
50,7787250.999999999,21828400.333333336,7425099.333333327,8616050.0,814.9999999999991,131.0,1219.399999999999,0.0915
51,7783366.999999998,22160716.666666668,7584239.666666661,8793110.0,808.0000000000002,144.59999999999982,1221.4000000000003,0.09
52,7787147.999999999,22496881.666666668,7739653.666666661,8970080.0,809.6666666666667,147.9000000000001,1218.0000000000002,0.089
