week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
41,4478327.333333335,14809784.666666662,5853367.333333332,6478090.0,430.0000000000003,13.0,828.0,0.1524
42,4474477.333333335,15118743.333333328,6007745.999999999,6636520.0,432.66666666666663,12.666666666667135,829.3333333333335,0.155
43,4495891.666666668,15427103.333333328,6135681.666666665,6795530.0,432.66666666666663,13.0,835.9999999999991,0.1533
44,4515673.333333335,15735728.666666662,6263775.333333332,6956280.0,432.0,13.0,837.3333333333337,0.1492
45,4531522.000000002,16044663.333333328,6396381.333333334,7116760.0,432.66666666666663,13.0,841.3333333333338,0.1487
46,4528356.333333335,16353644.666666662,6549098.333333333,7276190.0,432.66666666666663,13.0,844.0,0.1499
47,4550044.333333335,16662252.333333328,6675627.999999999,7436580.0,432.66666666666663,13.0,847.9999999999997,0.151
48,4564101.666666668,16967256.66666666,6806054.999999999,7597100.0,432.66666666666663,13.333333333333428,846.0,0.1514
49,4566087.333333335,17276362.66666666,6953535.333333331,7756740.0,432.66666666666663,13.0,853.400000000001,0.1514
50,4574014.666666668,17581679.999999993,7090905.333333331,7916760.0,432.66666666666663,13.0,852.0666666666684,0.1498
51,4564199.000000002,17885840.333333325,7244031.33333333,8077610.0,432.66666666666663,13.0,853.400000000001,0.1518
52,4546242.666666668,18194204.999999993,7410542.333333329,8237420.0,432.66666666666663,13.0,848.0000000000001,0.1509
