week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
35,5973259.000000002,14987741.999999998,5223673.0000000065,5790810.0,608.0000000000002,19.333333333333535,999.3333333333351,0.1183
36,5968944.333333335,15321145.999999998,5393961.6666666735,5958240.0,612.0000000000003,19.333333333333304,997.9999999999999,0.1204
37,5971222.666666668,15652937.333333332,5555054.666666673,6126660.0,608.0000000000002,19.333333333335325,996.0000000000003,0.1177
38,5984368.000000002,15984402.333333332,5703844.333333336,6296190.0,610.666666666667,24.0,994.6666666666672,0.1168
39,5994644.666666669,16314330.999999998,5855206.333333337,6464480.0,609.6666666666674,18.66666666666747,998.666666666665,0.1199
40,6013221.333333335,16646643.999999998,6001172.666666669,6632250.0,616.0000000000005,18.000000000001165,1004.6666666666671,0.1202
41,6029904.000000002,16975989.999999996,6145666.000000002,6800420.0,616.0000000000005,19.333333333333712,1008.0000000000011,0.1188
42,6048440.000000002,17303727.666666664,6286467.666666668,6968820.0,616.6666666666665,19.333333333333364,1006.7333333333343,0.1188
43,6055381.666666668,17630039.999999996,6437098.333333333,7137560.0,616.0000000000005,19.99999999999966,1010.0000000000003,0.1178
44,6044420.000000002,17957752.999999996,6607493.000000002,7305840.0,619.6666666666671,19.333333333333307,1004.6666666666671,0.1188
45,6072116.666666668,18284643.999999996,6737907.333333335,7474620.0,620.0000000000002,22.0,1010.066666666667,0.1194
46,6077557.000000002,18607669.999999996,6886793.000000002,7643320.0,616.6666666666669,19.333333333334245,1024.0,0.118
47,6074578.666666669,18932527.999999996,7045659.333333339,7812290.0,622.6666666666667,19.33333333333521,1020.0,0.1191
48,6068299.666666668,19256859.33333333,7207579.666666675,7980980.0,619.3333333333334,19.33333333333336,1020.7333333333339,0.1186
49,6104667.333333335,19583075.999999996,7328108.666666674,8150300.0,623.0000000000006,25.333333333333584,1022.8000000000013,0.1162
50,6121845.333333335,19907070.666666664,7465105.333333342,8320120.0,622.6666666666667,25.899999999999885,1027.999999999998,0.1161
51,6129527.000000002,20228973.666666664,7609456.666666676,8489990.0,619.6666666666667,23.300000000000217,1030.1333333333334,0.1169
52,6136617.666666669,20554301.666666664,7758014.000000008,8659670.0,623.6666666666673,20.0,1028.6666666666654,0.1157
